Nombre y Apellidos / Izen-abizenak,Vecindad / Non bizi zen,Lugar Muerte / Non hil zuten,Fecha / Data,Modo / Nola hil zuten
"Villanueva, Maria Luisa",Barakaldo,Barakaldo,1937-06-13,Bombardeo / Bonbardaketan hila
"Villar Gordon, Juan Jose",,,,Muerto frente / Frontean hila
"Villar Orgaz, Maria",Bilbo,Bilbo,1938-10-01,Fusilado / Fusilatua
"Villar Toledo, Zoilo",Torrenueva,Prision Orduña,1941-03-12,Muerto prisión / Espetxean hila
"Villardell Gimenez, Arcadio",Deustu,Prision Deustu,1939-04-03,Fusilado / Fusilatua
"Villarejo Gonzalez, Teresa",Donostia,Donostia,1940-01-02,Fusilado / Fusilatua
"Villares Valencia, Hilario",San Salvador Del Valle,Nafarrate,1936-12-04,Muerto frente / Frontean hila
"Villarreal Arroniz, Andres",Zalla,Hospital Basurto,1937-06-19,Muerto frente / Frontean hila
"Villas Portillo, Gregorio",Segovia,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Villasante Villasante, Juan Jose",Sestao,Asturias,1937-02-21,Muerto frente / Frontean hila
"Villasevil Rojas, Julian",Donostia,Donostia,1944-11-12,Fusilado / Fusilatua
"Villasonal Castiñeiros, Manuel",Santiago De Compostela,Kanpazar,1937-04-25,Muerto frente / Frontean hila
"Villasua, Jose",Elgoibar,Elgoibar,1937-04-19,Fusilado / Fusilatua
"Villate Alonso, Eugenio",Gallarta,Ubidea,1936-12-03,Muerto frente / Frontean hila
"Villate Alonso, Marcelino",Gallarta,Ubidea,1936-12-02,Muerto frente / Frontean hila
"Villate Mazon, Pedro",Burgos,Zornotza,1936-12-04,Muerto frente / Frontean hila
"Villaverde Bercedo, Vicente",,,,Muerto frente / Frontean hila
"Villaverde Ibarluzea, Lorenzo",,,,Muerto frente / Frontean hila
"Villaverde Moron, Ignacio",Donostia,Hernani,1936-10-18,Fusilado / Fusilatua
"Villegas Cortazar, Angel",Bilbo,Hospital Bilbo,1937-06-19,Muerto frente / Frontean hila
"Villegas Ecenarro, Julio",,,,Muerto frente / Frontean hila
"Villelbona Tristal, Julio",Errenteria,Errenteria,1936-09-03,Muerto frente / Frontean hila
"Villena Sanchez, Jose",Bilbo,Bilbo,1937-08-05,Fusilado / Fusilatua
"Villodas Diaz, Saturnino",Valle De Mena,Ipistikarriaga,1937-04-20,Muerto frente / Frontean hila
"Villoria Perez, Quintin",Bilbo,Bilbo,1937-12-17,Fusilado / Fusilatua
"Villota Sanchez, Teofilo",,Larrabetzu,1937-06-12,Muerto frente / Frontean hila
"Villuela Abuli, Alfonso",Bilbo,Bilbo,1937-12-17,Fusilado / Fusilatua
"Villullas Fernandez, Luis",Bilbo,Fabrica Ituarte,1937-05-20,Muerto frente / Frontean hila
"Vilullas Fernandez, Luis",,,,Muerto frente / Frontean hila
"Vinorrel, Jose",,Otxandio,1936-12-12,Muerto frente / Frontean hila
"Viñaras Villagrasa, Jose",Errenteria,Santurtzi,1937-08-25,Fusilado / Fusilatua
"Viodero Santa Cruz, Felipe",,,,Muerto frente / Frontean hila
"Viodero Santa Cruz, Manuel",,,,Muerto frente / Frontean hila
"Viros Ibañez De Mendoza, Faustino",Bilbo,Balmaseda,1937-06-20,Muerto frente / Frontean hila
"Viteri Aspe, Maria Loreto",Otxandio,Otxandio,1936-07-22,Bombardeo / Bonbardaketan hila
"Viteri Beitia, Francisco",Eskoriatza,Hernani,1936-10-22,Fusilado / Fusilatua
"Viteri Gallastegui, Andres",Elorrio,Ubidea,1936-12-15,Muerto frente / Frontean hila
"Vitini Florez, Luis",Hondarribia,Barcelona,1944-10-15,Fusilado / Fusilatua
"Vitoria Arrieta, Florencio",Elgeta,Usartza,1936-10-13,Muerto frente / Frontean hila
"Vitoria Gonzalo, Domingo",Errigoitia,Derio,1937-12-18,Fusilado / Fusilatua
"Vitoria Perez, Quintin",Bilbo,Bilbo,1937-12-14,Fusilado / Fusilatua
"Vitoria Urcola, Fermin",,,,Muerto frente / Frontean hila
"Vitoria Zaguitu, Evaristo",Arrasate,Aretxabaleta,,Muerto frente / Frontean hila
"Vivanco Bringas, Julian",,,,Muerto frente / Frontean hila
"Vivanco Llarena, Ramon",Valle De Mena,Aramaio,1937-03-31,Muerto frente / Frontean hila
"Vivanco Vivanco, Martin",,Lemoa,1937-05-31,Muerto frente / Frontean hila
"Vivar Rodriguez, Julian",Bilbo,Eibar,1937-04-20,Muerto frente / Frontean hila
"Vivas Fernandez, Manuel",Villagonzalo,Prision Orduña,1941-04-14,Muerto prisión / Espetxean hila
"Vivas Ranero, Jose",Alange,Prision Orduña,1941-03-21,Muerto prisión / Espetxean hila
"Vivas Ruiz, Isidro",Bilbo,Eibar,1937-04-20,Muerto frente / Frontean hila
"Viza Clariano, Luis",Deustu,Prision Deustu,1939-02-05,Fusilado / Fusilatua
"Vizcaya Mancisidor, Domingo",,Karrantza,1937-07-21,Muerto frente / Frontean hila
"Vizueta Gonzalez, Juan",Ahillones,Prision Orduña,1940-08-26,Muerto prisión / Espetxean hila
"Waibel, Matteus Johan",Donostia,Irun,,Fusilado / Fusilatua
"Wangeneberg Apaolaza, Marcelino",Beasain,Sollube,1937-05-04,Muerto frente / Frontean hila
"Yagüe De Alas, Maria",Barakaldo,Barakaldo,1937-07-12,Bombardeo / Bonbardaketan hila
"Yagüe Gamboa, Esteban",,,,Muerto frente / Frontean hila
"Yagüe Martinez, Damian",San Salvador Del Valle,Bilbo,1936-07-27,Muerto frente / Frontean hila
"Yague Solperez, Antonio",Arrigorriaga,Murua,1936-12-01,Muerto frente / Frontean hila
"Yaguez Beristain, Cosme",Usurbil,Orio,1936-10-10,Fusilado / Fusilatua
"Yagüez Colmenero, Eliseo",Altsasu,Bizkargi,1937-06-13,Muerto frente / Frontean hila
"Yanguas Bordeje, Rafael",Arrigorriaga,Hospital Civil,1937-05-06,Muerto frente / Frontean hila
"Yangüas Hernandez, Domingo",Pasaia,Bidebieta,1938-06-01,Fusilado / Fusilatua
"Yanguas Larrinaga, Sebastian",,,,Muerto frente / Frontean hila
"Yangue Gamboa, Esteban",Galdames,Ubidea,1937-03-26,Muerto frente / Frontean hila
"Yanguez Iturbe, Ignacio",Bilbo,Ubidea,1936-12-07,Muerto frente / Frontean hila
"Yañez Arias, Jose",Bilbo,Hospital Basurto,1937-06-19,Muerto frente / Frontean hila
"Yañez Azcoaga, Camilo",Arrasate,Oiartzun,1936-07-27,Muerto frente / Frontean hila
"Yarritu Loinaz, Juan Jose",,,,Muerto frente / Frontean hila
"Yarto Lucas, Santiago",Galdames,Aramaio,1937-04-04,Muerto frente / Frontean hila
"Yartu Virumbrales, Antonio",San Salvador Del Valle,Lemoa,1937-06-03,Muerto frente / Frontean hila
"Yarza Echeondo, Eusebio",Andoain,Gernika,1937-04-19,Muerto frente / Frontean hila
"Yarza Ortiz De Zarate, Ramon",,,,Muerto frente / Frontean hila
"Yarza Ugalde, Telesforo",Donostia,Asturias,1937-02-23,Muerto frente / Frontean hila
"Yarza Zarraga, Anastasio",,,1937-05-09,Muerto frente / Frontean hila
"Yarza Zubiate, Francisco",Eibar,Santoña,1938-02-09,Fusilado / Fusilatua
"Yebdes Quiroga, Candido",Sestao,Otxandio,1937-04-01,Muerto frente / Frontean hila
"Yecora Abando, Fermin",Donostia,Donostia,1938-12-20,Fusilado / Fusilatua
"Yecora Mata, Telesforo",Bilbo,Hospital Basurto,1937-01-20,Muerto frente / Frontean hila
"Yera Gristas, Francisco",,,1937-05-16,Muerto frente / Frontean hila
"Yermo Solaegui, Federico",Bilbo,Bilbo,1937-12-13,Fusilado / Fusilatua
"Yerro Llano, Jose",,,,Muerto frente / Frontean hila
"Yubero Llorca, Ismael",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Yurramendi Eguizabal, Lucio",Donostia,Donostia,1938-07-25,Fusilado / Fusilatua
"Yurrebaso Linaza, Rafael",Bedia,Zornotza,1936-12-04,Muerto frente / Frontean hila
"Yurrita Mauleon, Teresa",Bilbo,Bilbo,1937-04-18,Bombardeo / Bonbardaketan hila
"Zabaco Tijero, Jose",San Salvador,Bilbo,1937-12-13,Fusilado / Fusilatua
"Zabala Alonso, Pascual",Ibarra,Zeberio,1937-05-22,Muerto frente / Frontean hila
"Zabala Aramburu, Juan",Eibar,Larrabetzu,1937-06-13,Muerto frente / Frontean hila
"Zabala Arizmendiarreta, Cecilio",Zornotza,Bilbo,1937-09-09,Fusilado / Fusilatua
"Zabala Bilbao, Jose Luis",Galdakao,Bilbo,1937-09-07,Fusilado / Fusilatua
"Zabala Bilbao, Juan Jose",Zeberio,Sollube,1937-05-04,Muerto frente / Frontean hila
"Zabala Diez, Rafael",Sondika,Durango,1936-11-13,Muerto frente / Frontean hila
"Zabala Fernandez, Millan",Donostia,Donostia,1936-11-27,Fusilado / Fusilatua
"Zabala Hernando, Martin",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Zabala Hornes, Doroteo",Abanto,Otxandio,1937-01-22,Muerto frente / Frontean hila
"Zabala Iriondo, Higinio",,Ermua,1937-04-25,Muerto frente / Frontean hila
"Zabala Iriondo, Jesus",Begoña,Santoña,1937-10-15,Fusilado / Fusilatua
"Zabala Izaguirre, Gabriel",Hernani,Nafarrate,1936-12-07,Muerto frente / Frontean hila
"Zabala Izaguirre, Sabino",,Eibar,1937-04-24,Muerto frente / Frontean hila
"Zabala Izaguirre, Victor",Ermua,Eibar,1937-04-23,Muerto frente / Frontean hila
"Zabala Landa, Ignacio",,,1937-05-16,Muerto frente / Frontean hila
"Zabala Liceaga, Jose",Donostia,Etxano,1937-05-16,Muerto frente / Frontean hila
"Zabala Loza, Antonio",Bilbo,,1936-09-25,Muerto frente / Frontean hila
"Zabala Loza, Juan",Bilbo,Ziardamendi,1936-09-25,Muerto frente / Frontean hila
"Zabala Mazaga, Miguel",Garai,Durango,1937-03-31,Muerto frente / Frontean hila
"Zabala Mendizabal, Bartolome",Ordizia,Bergara,1937-04-06,Fusilado / Fusilatua
"Zabala Muñoz, Francisco",Altsasu,,,Muerto frente / Frontean hila
"Zabala Otero, Camilo",Bilbo,Alta Mar-Castro Urdiales,1937-01-16,Muerto frente / Frontean hila
"Zabala Viteri, Petra",Arrasate,Arrasate,1937-04-01,Otras circunstancias / Beste batzuk
"Zabala, Enrique",Algorta,,,Fusilado / Fusilatua
"Zabala, Jose",Algorta,Bilbo,,Fusilado / Fusilatua
"Zabala, Pascual",Hernani,Hernani,,Fusilado / Fusilatua
"Zabalbeitia Lecanda, Esteban",,,,Muerto frente / Frontean hila
"Zabalbide, Benito",,Euba,1937-05-11,Muerto frente / Frontean hila
"Zabalegui Errazquin, Maria",Donostia,Donostia,1936-08-13,Bombardeo / Bonbardaketan hila
"Zabalegui Sarol, Jose Domingo",Lasarte,Hospital Eibar,1936-11-17,Muerto frente / Frontean hila
"Zabaleta Aramburu, Angel Maria",Urretxu,,,Fusilado / Fusilatua
"Zabaleta Cilaurren, Victor",Gernika,Gasteiz,1937-06-16,Fusilado / Fusilatua
"Zabaleta Echeverria, Jose",,Lemoa,1937-06-03,Muerto frente / Frontean hila
"Zabaleta Goya, Marcelino",Ziordia,Akondia,1937-04-24,Muerto frente / Frontean hila
"Zabaleta Guerrico, Francisco",Beasain,Orduña,1936-12-17,Muerto frente / Frontean hila
"Zabaleta Hormaechea, Victoriano",Garai,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Zabaleta Lizarralde, Regino",Urretxu,Otxandio,1936-12-01,Muerto frente / Frontean hila
"Zabaleta Ormazabal, Andres",,,,Muerto frente / Frontean hila
"Zabaleta Peñagaricano, Jose Antonio",Zumarraga,Derio,1937-12-17,Fusilado / Fusilatua
"Zabaleta Urrutia, Victor",Gernika,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Zabaleta Valerdi, Francisco",Eibar,Usartza,1937-03-30,Muerto frente / Frontean hila
"Zabalias Barrera, Pablo",Portugalete,Bermeo,1937-05-02,Otras circunstancias / Beste batzuk
"Zaballa Gutierrez, Bernardo",Sodupe,Cuart. Segurida,1938-02-04,Fusilado / Fusilatua
"Zabalo Alzola, Andres",Zumarraga,,1939-01-01,Fusilado / Fusilatua
"Zabalo Alzola, Jose Ignacio",Zumarraga,Bilbo,,Bombardeo / Bonbardaketan hila
"Zabalzu Orbe, Guillermo",Sestao,Cantabrico,1937-06-13,Otras circunstancias / Beste batzuk
"Zabarain Bustamante, Higinio",Bilbo,Barazar,1937-04-01,Muerto frente / Frontean hila
"Zadrero, Alfredo",Tolosa,"Donostia, Hospital",1936-08-09,Muerto frente / Frontean hila
"Zagala Mut, Esteban",Tolosa,Tolosa,1936-08-28,Fusilado / Fusilatua
"Zaitegui Martinez, Patricio",Galdames,Otxandio,1936-04-04,Muerto frente / Frontean hila
"Zalacain Elcoro, Lucio",Soraluze,Irun,1936-10-19,Fusilado / Fusilatua
"Zalba Ayarza, Ramon",Deba,Euba,1937-04-26,Muerto frente / Frontean hila
"Zalbide Bilbao, Francisco",Zeberio,Zeberio,1937-05-25,Bombardeo / Bonbardaketan hila
"Zalbide Ruiz, Juan",Bilbo,Elgeta,1936-11-25,Muerto frente / Frontean hila
"Zaldivar Fernandez, Buenaventura",Bilbo,Bilbo,,Fusilado / Fusilatua
"Zaldivar Goicoechea, Carmen",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Zaldo Muriendas, Adolfo",Donostia,Gernika,1937-06-17,Fusilado / Fusilatua
"Zaldua Palomares, Calixto",Bilbo,Cantabrico,1937-03-05,Muerto frente / Frontean hila
"Zaldua Vergara, Juan Jose",Hernani,Elorrio,1936-12-07,Muerto frente / Frontean hila
"Zaldua, Jose",,,1937-05-24,Muerto frente / Frontean hila
"Zaldumbide Garabieta, Clara",Arratzu,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Zalla Galarza, Jose Luis",Deustu,Zeanuri,1937-05-15,Muerto frente / Frontean hila
"Zallo Bilbao, Gregorio",,Dima,1937-04-01,Muerto frente / Frontean hila
"Zallo Elorriaga, Teofilo",Derio,Sollube,1937-05-17,Muerto frente / Frontean hila
"Zamacona Azcueta, Maria Manuela",Galdakao,Galdakao,1937-05-19,Bombardeo / Bonbardaketan hila
"Zamacona Ojanguren, Francisco",Galdakao,Kanpazar,1937-03-16,Muerto frente / Frontean hila
"Zamalloa, Damian",,Jata,1937-05-12,Muerto frente / Frontean hila
"Zamalloa, Felix",,,1937-05-09,Muerto frente / Frontean hila
"Zamanillo Zamanillo, Elias",Barakaldo,Zornotza,1937-05-17,Muerto frente / Frontean hila
"Zamarripa Echarri, Juan",,Hospital Areta,1937-06-11,Muerto frente / Frontean hila
"Zamatan Eguden, Ezequiel",Donostia,Donostia,1938-11-24,Fusilado / Fusilatua
"Zamora Fernandez, Jose",Cuba,Markina,1937-04-26,Muerto frente / Frontean hila
"Zamora, X.",Basauri,,,Fusilado / Fusilatua
"Zanza Raya, Claudio",Miranda De Ebro,,,Desaparecido / Desagertua
"Zanza Raya, Jesus",Miranda De Ebro,,,Desaparecido / Desagertua
"Zanza Raya, Julia",Miranda De Ebro,Armiñon,,Desaparecido / Desagertua
"Zapatero Presa, Tomas",Buenos Aires,Hospital Basurto,1937-01-09,Muerto frente / Frontean hila
"Zapico Fernandez, Jose",,Sollube,1937-05-10,Muerto frente / Frontean hila
"Zapioles, Maximo",Legazpia,Atagoiti,1936-09-18,Muerto frente / Frontean hila
"Zapirain Aguinaga, Agustin",Donostia,Bilbo,1937-02-17,Muerto frente / Frontean hila
"Zapirain Cortajarena, Saturnino",Donostia,Donostia,1938-08-03,Fusilado / Fusilatua
"Zapirain Ezeiza, Antonio",Errenteria,Donostia,1936-10-22,Fusilado / Fusilatua
"Zapirain Ezeiza, Jose Ramon",Errenteria,Donostia,1936-10-22,Fusilado / Fusilatua
"Zapirain Guruceaga, Ignacio",Hernani,Lasarte,1936-09-29,Fusilado / Fusilatua
"Zapirain, Sotero",Donostia,Donostia,1938-08-03,Fusilado / Fusilatua
"Zarandona Alday, Francisco",Bilbo,Akarregi,1937-03-12,Muerto frente / Frontean hila
"Zarandona Ariño, Felix",Durango,Murua,1936-12-13,Muerto frente / Frontean hila
"Zarandona Astuy, Francisco",Bermeo,Elgeta,1936-10-26,Muerto frente / Frontean hila
"Zarate Arechabala, Jose",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Zarate Ezquerra, Severino",,,,Muerto frente / Frontean hila
"Zarate Galdos, Pedro",Lezama,Kanpazar,1937-03-11,Muerto frente / Frontean hila
"Zarate Ipiñazar, Roberto",Areatza,Hospital San Luis,1936-11-23,Muerto frente / Frontean hila
"Zarate Seguino, Emilio",Beasain,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Zarate Valdivielso, Emilio",,,,Muerto frente / Frontean hila
"Zarate Zorriqueta, Ramon",Bedia,Hospital Zornotza,1936-12-18,Muerto frente / Frontean hila
"Zarco Esperidon, Diego",Donostia,Oketa,1937-03-31,Muerto frente / Frontean hila
"Zarraga Azcorra, Donato",Erandio,Bizkargi,,Desaparecido / Desagertua
"Zarraga Azcorra, Rafael",Erandio,Bizkargi,,Desaparecido / Desagertua
"Zarraga Eguzquiza, Jesus",Luxua,Bermeo,1937-05-03,Muerto frente / Frontean hila
"Zarraga Menica, Maria",Leioa,Getxo,1937-05-11,Bombardeo / Bonbardaketan hila
"Zarraga Rementeria, Luis",Erandio,Legutio,1936-12-02,Muerto frente / Frontean hila
"Zarraga Zarraga, Antonio",Lemoa,Bilbo,1938-07-11,Fusilado / Fusilatua
"Zarragagoitia Guezurraga, Pablo",Donostia,Hospital Civil,1936-11-02,Muerto frente / Frontean hila
"Zarraola Aizbeiti, Federico",Arrasate,Eibar,1937-04-24,Muerto frente / Frontean hila
"Zarza Bocos, Santiago",Bilbo,Durango,1937-04-23,Muerto frente / Frontean hila
"Zatarain Zabarte, Jose Antonio",,Asturias,1936-11-04,Muerto frente / Frontean hila
"Zazo Ledesma, Tiburcio",Talarrubias,Prision Orduña,1941-03-24,Muerto prisión / Espetxean hila
"Zegaz Muñoz, Ruperto",Pasaia,Hernani,1936-10-13,Fusilado / Fusilatua
"Zenon Gonzalez, Emeterio",Sopuerta,Sanatorio Briñas,1937-02-05,Muerto frente / Frontean hila
"Zeziaga Arizaga, Joseba",Arrasate,Oiartzun,1936-10-25,Fusilado / Fusilatua
"Ziaño Aedo, Julio",,,,Muerto frente / Frontean hila
"Ziganda Beraza, Cruz",Donostia,Donostia,1936-08-05,Muerto frente / Frontean hila
"Zincunegui Achurra, Isaias Antonio",Lekeitio,Cantabrico,1937-01-17,Muerto frente / Frontean hila
"Zorita Sanchez, Lorenzo",,,1937-05-19,Muerto frente / Frontean hila
"Zorrila Alonso-Mardones, Remigio",Bilbo,Derio,1938-12-17,Fusilado / Fusilatua
"Zorrilla Arriola, Juan",Karrantza,Jata,1937-05-14,Muerto frente / Frontean hila
"Zorrilla Banero, Eduardo",,,,Muerto frente / Frontean hila
"Zorrilla Gomez, Raimundo",Sestao,Badostain,1937-02-23,Fusilado / Fusilatua
"Zorrilla Leciñana, Luis",Bilbo,Ubidea,1936-12-18,Muerto frente / Frontean hila
"Zorrilla Zabala, Jesus",Bilbo,Elgeta,1936-10-15,Muerto frente / Frontean hila
"Zorrilla, Angel",,Hospital Basurto,1937-06-19,Muerto frente / Frontean hila
"Zorzano Martinez, Florencio",Donostia,Hospital Basurto,1937-04-24,Muerto frente / Frontean hila
"Zozaya Errotaberea, Francisco",,Eibar,1937-04-24,Muerto frente / Frontean hila
"Zuasnabar Aduriz, Marcos",,Barazar,1937-04-07,Muerto frente / Frontean hila
"Zuazaga Arambarri, Josefa",Galdakao,Galdakao,1937-04-09,Bombardeo / Bonbardaketan hila
"Zuazaga Velasco, Jose",Erandio,Elgeta,1937-04-20,Muerto frente / Frontean hila
"Zuaznabar Mendizabal, Antonio",Donostia,Arbazegi,1937-04-26,Muerto frente / Frontean hila
"Zuazo Echazarraga, Sabino",Bilbo,Asturias,1937-02-23,Muerto frente / Frontean hila
"Zuazo Elorriaga, Gabriel",,,,Muerto frente / Frontean hila
"Zuazo Muñoz, Jesus",Sestao,Asturias,1937-03-13,Muerto frente / Frontean hila
"Zuazo Otalora, Ramon",Barinaga,Bilbo,1937-09-06,Fusilado / Fusilatua
"Zuazo Uralde, Eulogio",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Zuazo Urquiaga, Aniceto",Bilbo,Bilbo,1937-11-02,Fusilado / Fusilatua
"Zuazo, Florencio",,Euba,1937-05-10,Muerto frente / Frontean hila
"Zuazo, Gabriel",,Bilbo,1937-05-31,Muerto frente / Frontean hila
"Zuazola Bastarrica, Ignacio",Azkoitia,Orduña,1936-12-06,Muerto frente / Frontean hila
"Zuazola Goenaga, Triano",Tolosa,Tolosa,1937-02-06,Fusilado / Fusilatua
"Zuazua Axpe, Miguel",,,,Muerto frente / Frontean hila
"Zuazua Izaguirre, Eusebio",,,,Desaparecido / Desagertua
"Zuazua Lecue, Jose Maria",Ondarroa,Irun,1936-09-05,Muerto frente / Frontean hila
"Zuazua Lecue, Rufino",Ondarroa,,,Muerto frente / Frontean hila
"Zuazua Mondragon, Jesus",Arrasate,Intxorta,1937-04-22,Muerto frente / Frontean hila
"Zuazua, Juan Bautista",,Bizkargi,1937-06-03,Muerto frente / Frontean hila
"Zubeldia Aramburu, Jeronimo",Donostia,Donostia,1940-01-22,Fusilado / Fusilatua
"Zubeldia Iriondo, Rafael",Tolosa,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Zubeldia Iturrioz, Basilio",Eibar,Eibar,1937-04-22,Muerto frente / Frontean hila
"Zubeldia Martinez, Jose Manuel",Bilbo,Akondia,1936-11-22,Muerto frente / Frontean hila
"Zubeldia Martinez, Juan",Sestao,Otxandio,1937-03-04,Muerto frente / Frontean hila
"Zubeldia Martinez, Mauricio",Sestao,Otxandio,1937-03-04,Muerto frente / Frontean hila
"Zubeldia, Juan Maria",Usurbil,Donostia,1939-07-31,Fusilado / Fusilatua
"Zubero Delgado, Blas",Aldea Real,Prision Orduña,1940-05-31,Muerto prisión / Espetxean hila
"Zuberogoitia Uriarte, Antonio",Axpe,Zornotza,1937-05-22,Muerto frente / Frontean hila
"Zubia Acha, Jose Maria",Durango,Hospital Durango,1936-10-05,Muerto frente / Frontean hila
"Zubia Aizpurua, Luis",Zumaia,Donostia,1936-09-30,Fusilado / Fusilatua
"Zubia Bates, Faustino",Deustu,Avila,,Fusilado / Fusilatua
"Zubia Eguren, Vicenta",Arrasate,Arrasate,1937-03-05,Otras circunstancias / Beste batzuk
"Zubia Ezpeleta, Lino",Arrasate,Hospital Basurto,1937-02-05,Muerto frente / Frontean hila
"Zubia Zumelaga, Miguel",Larrabetzu,Aramaio,1937-04-02,Muerto frente / Frontean hila
"Zubia, Jose Maria",,Sollube,1937-05-03,Muerto frente / Frontean hila
"Zubiaga Imaz, Francisco",Zornotza,Zornotza,1936-10-04,Muerto frente / Frontean hila
"Zubiaga, Antonio",Beasain,Getaria,,Fusilado / Fusilatua
"Zubialde Cortabarria, Juan",Barakaldo,Hospital Barakaldo,1937-05-25,Muerto frente / Frontean hila
"Zubialdea, Juan",,Hospital Barakaldo,1937-05-10,Muerto frente / Frontean hila
"Zubiarran Olave, Jose",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Zubiaur Borda, Juan Jose",,Hospital Basurto,1937-05-28,Muerto frente / Frontean hila
"Zubiaur Echeandia, Carmen",Barakaldo,Barakaldo,1937-05-19,Bombardeo / Bonbardaketan hila
"Zubiaur Goikoetxea, Florencio",Zamudio,Asteasu,1936-09-19,Muerto frente / Frontean hila
"Zubiaur Saenz, Antonio",,Ajuria,,Muerto frente / Frontean hila
"Zubiaurre Borda, Juan Jose",Donostia,Zornotza,1937-05-27,Muerto frente / Frontean hila
"Zubiaurre Emaldia, Lorenzo",Abadiño,Elorrio,1937-04-20,Muerto frente / Frontean hila
"Zubiaurre Larrabeitia, Jesus",Mungia,Sollube,1937-05-15,Muerto frente / Frontean hila
"Zubiaurre Madariaga, Bernardo",Axpe,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Zubieta, Iñaki",,,1937-06-12,Muerto frente / Frontean hila
"Zubigaray Aguirre, Eusebio",,Hospital Luxua,1937-06-04,Muerto frente / Frontean hila
"Zubillaga Aizpeolea, Pedro",Donostia,Orduña,1936-12-11,Muerto frente / Frontean hila
"Zubillaga Arana, Victor",Lenitz-Gatzaga,Bizkargi,1937-05-16,Muerto frente / Frontean hila
"Zubillaga Uranga, Florencio",Errenteria,Frente Norte,1937-04-30,Muerto frente / Frontean hila
"Zubillaga Urquidi, Maria",Etxebarria,Bilbo,1937-04-18,Bombardeo / Bonbardaketan hila
"Zubiria Urruzmendi, Ramona",Usurbil,Donostia,1936-09-26,Fusilado / Fusilatua
"Zubizarreta Alberdi, Victor",Azkoitia,Hospital Civil,1936-10-07,Muerto frente / Frontean hila
"Zubizarreta Azkoitia, Fermin",Azkoitia,Bilbo,1937-07-18,Fusilado / Fusilatua
"Zubizarreta Azpiazu, Pedro",Zierbana,Burgos,1938-11-23,Fusilado / Fusilatua
"Zubizarreta Errasti, Tomas",Eskoriatza,Hernani,1936-10-22,Fusilado / Fusilatua
"Zubizarreta Heriz, Timoteo",Arrasate,Aretxabaleta,1936-09-23,Muerto frente / Frontean hila
"Zufiaurre Garcia, Eloy",Altsasu,Donostia,1936-07-24,Muerto frente / Frontean hila
"Zufiaurre Garcia, Isidro",Altsasu,Artxanda,1937-06-14,Muerto frente / Frontean hila
"Zufiria Balanzategui, Jesus",Errenteria,Otxandio,1937-04-04,Muerto frente / Frontean hila
